Lemma_1,Lemma_2,isCognate
покрасить_VERB,красивый_ADJ,0
закрашивать_VERB,красота_NOUN,0
любой_ADJ,любовь_NOUN,0
сырный_ADJ,сырость_NOUN,0
любой_ADJ,любить_VERB,0
море_NOUN,мор_NOUN,0
любой_ADJ,полюбовно_ADV,0
морской_ADJ,измор_NOUN,0
бурить_VERB,буря_NOUN,0
буровой_ADJ,бурный_ADJ,0
бур_NOUN,бурый_ADJ,0
бурить_VERB,буря_NOUN,0
бурый_ADJ,бурить_VERB,0
бурый_ADJ,буровой_ADJ,0
нос_NOUN,носить_VERB,0
переносица_NOUN,выносить_VERB,0
носик_NOUN,занашивать_VERB,0
носатый_ADJ,носильщик_NOUN,0
нос_NOUN,носильщик_NOUN,0
носатый_ADJ,относить_VERB,0
гореть_VERB,горе_NOUN,0
гореть_VERB,гора_NOUN,0
гореть_VERB,горевать_VERB,0
сгорать_VERB,гора_NOUN,0
горе_NOUN,горный_ADJ,0
гористый_ADJ,сгорать_VERB,0
пригорок_NOUN,горе_NOUN,0
пригорок_NOUN,гореть_VERB,0
мир_NOUN,умирать_VERB,0
мирный_ADJ,умирающий_NOUN,0
мировой_ADJ,умирать_VERB,0
примирение_NOUN,умирающий_NOUN,0
мир_NOUN,умирающий_NOUN,0
мирный_ADJ,умирать_VERB,0
замирать_VERB,умерший_NOUN,0
замирать_VERB,мириться_VERB,0
дорога_NOUN,дорогой_ADJ,0
дорожный_ADJ,дорого_ADV,0
подорожник_NOUN,дорожать_VERB,0
придорожный_ADJ,дорогой_ADJ,0
нож_NOUN,ножка_NOUN,0
ножны_NOUN,нога_NOUN,0
ножевой_ADJ,ножной_ADJ,0
нож_NOUN,нога_NOUN,0
ножны_NOUN,ножной_ADJ,0
ножевой_ADJ,ножка_NOUN,0
полагать_VERB,ложный_ADJ,0
откладывать_VERB,ложь_NOUN,0
выкладывать_VERB,лжец_NOUN,0
полагать_VERB,лгать_VERB,0
откладывать_VERB,ложный_ADJ,0
положенный_ADJ,ложь_NOUN,0
тереть_VERB,терять_VERB,0
потертый_ADJ,потеря_NOUN,0
затирать_VERB,утерять_VERB,0
потирать_VERB,потерять_VERB,0
вытирать_VERB,затериваться_VERB,0
истертый_ADJ,потерять_VERB,0
запирать_VERB,пировать_VERB,0
отпирать_VERB,пир_NOUN,0
запирать_VERB,пиршество_NOUN,0
отпирать_VERB,пировать_VERB,0
застилать_VERB,стиль_NOUN,0
застилать_VERB,стильный_ADJ,0
стелить_VERB,стилизация_NOUN,0
макать_VERB,мак_NOUN,0
макнуть_VERB,маковый_ADJ,0
макнуть_VERB,мак_NOUN,0
промакивать_VERB,маковый_ADJ,0
медовый_ADJ,медный_ADJ,0
мед_NOUN,медь_NOUN,0
касаться_VERB,косить_VERB,0
прикосновение_NOUN,коса_NOUN,0
соприкосновение_NOUN,покос_NOUN,0
касаться_VERB,скашивать_VERB,0
речка_NOUN,речевой_ADJ,0
речь_NOUN,речной_ADJ,0
изречение_NOUN,речушка_NOUN,0
изрекать_VERB,речка_NOUN,0
лето_NOUN,лететь_VERB,0
летчик_NOUN,летний_ADJ,0
краска_NOUN,красный_ADJ,0
вода_NOUN,водный_ADJ,1
вода_NOUN,водяной_ADJ,1
водный_ADJ,приводняться_VERB,1
водить_VERB,водитель_NOUN,1
водить_VERB,водительский_ADJ,1
водитель_NOUN,водить_VERB,1
сыр_NOUN,сырный_ADJ,1
сыр_NOUN,сырок_NOUN,1
сырок_NOUN,сырный_ADJ,1
сырой_ADJ,отсыревать_VERB,1
сырость_NOUN,сырой_ADJ,1
отсыревать_VERB,отсыревать_VERB,1
озябнуть_VERB,зябко_ADV,1
зябко_ADV,озябнуть_VERB,1
красить_VERB,краска_NOUN,1
краска_NOUN,покрасить_VERB,1
выкрасить_VERB,окрашивание_NOUN,1
покрасить_VERB,закрашивать_VERB,1
красивый_ADJ,красавица_NOUN,1
красавец_NOUN,красота_NOUN,1
красивый_ADJ,красотка_NOUN,1
любимый_ADJ,влюбляться_VERB,1
любовь_NOUN,любовник_NOUN,1
любить_VERB,любить_VERB,1
любовник_NOUN,любить_VERB,1
полюбовно_ADV,любовь_NOUN,1
разлюблять_VERB,любовник_NOUN,1
бур_NOUN,буровой_ADJ,1
бурить_VERB,буровой_ADJ,1
бур_NOUN,бурить_VERB,1
буря_NOUN,бурный_ADJ,1
нос_NOUN,переносица_NOUN,1
носик_NOUN,носатый_ADJ,1
нос_NOUN,носик_NOUN,1
носатый_ADJ,переносица_NOUN,1
носить_VERB,носильщик_NOUN,1
носить_VERB,переносок_NOUN,1
выносить_VERB,носильщик_NOUN,1
относить_VERB,переносной_ADJ,1
носильщик_NOUN,переносной_ADJ,1
гореть_VERB,гореть_VERB,1
сгорать_VERB,гореть_VERB,1
горевать_VERB,горе_NOUN,1
горевать_VERB,горевать_VERB,1
горе_NOUN,горевать_VERB,1
гора_NOUN,горный_ADJ,1
гора_NOUN,пригорок_NOUN,1
мир_NOUN,мирный_ADJ,1
мир_NOUN,мировой_ADJ,1
примирение_NOUN,мир_NOUN,1
умирать_VERB,умирающий_NOUN,1
умирать_VERB,умерший_NOUN,1
дорожный_ADJ,подорожник_NOUN,1
придорожный_ADJ,подорожник_NOUN,1
дорогой_ADJ,дорого_ADV,1
нож_NOUN,ножевой_ADJ,1
нож_NOUN,ножны_NOUN,1
ножны_NOUN,ножевой_ADJ,1
ножка_NOUN,ножной_ADJ,1
полагать_VERB,откладывать_VERB,1
выкладывать_VERB,откладывать_VERB,1
ложь_NOUN,ложный_ADJ,1
лгать_VERB,лгун_NOUN,1
тереть_VERB,потертый_ADJ,1
истертый_ADJ,вытирать_VERB,1
терять_VERB,потеря_NOUN,1
утерять_VERB,терять_VERB,1
потерять_VERB,затериваться_VERB,1
вытирать_VERB,истертый_ADJ,1
тереть_VERB,вытирать_VERB,1
пир_NOUN,пировать_VERB,1
пир_NOUN,пиршество_NOUN,1
пир_NOUN,пировать_VERB,1
пиршество_NOUN,пировать_VERB,1
стильный_ADJ,стилизация_NOUN,1
стиль_NOUN,стильный_ADJ,1
стиль_NOUN,стилизация_NOUN,1
макать_VERB,макнуть_VERB,1
макать_VERB,макнуть_VERB,1
мак_NOUN,маковый_ADJ,1
медь_NOUN,медный_ADJ,1
мед_NOUN,медовый_ADJ,1
коса_NOUN,косить_VERB,1
касаться_VERB,прикосновение_NOUN,1
красный_ADJ,краснеть_VERB,1
краснота_NOUN,покраснение_NOUN,1
красноватый_ADJ,красненький_ADJ,1
речь_NOUN,речевой_ADJ,1
реченька_NOUN,речка_NOUN,1
речной_ADJ,речушка_NOUN,1
летчик_NOUN,летать_VERB,1
взлет_NOUN,летучий_ADJ,1
вылетание_NOUN,прилетать_VERB,1
перелет_NOUN,залетать_VERB,1
нелетный_ADJ,отлет_NOUN,1
летний_ADJ,лето_NOUN,1
летовать_VERB,лето_NOUN,1
море_NOUN,морской_ADJ,1
моряк_NOUN,приморье_NOUN,1
вспашка_NOUN,вспахивать_VERB,1
пахать_VERB,пропахать_VERB,1
загар_NOUN,гореть_VERB,1
гарь_NOUN,горелый_ADJ,1
нагар_NOUN,загорать_VERB,1
подгорать_VERB,огарок_NOUN,1
обгорать_VERB,разгар_NOUN,1
горелый_ADJ,угар_NOUN,1
перегар_NOUN,выгорание_NOUN,1
гарь_NOUN,выгорание_NOUN,1
нагар_NOUN,горелый_ADJ,1
горелый_ADJ,разгар_NOUN,1
перегар_NOUN,гореть_VERB,1
полагать_VERB,полагать_VERB,1
предлагать_VERB,предлагать_VERB,1
предполагать_VERB,предположение_NOUN,1
излагать_VERB,излагать_VERB,1
возлагать_VERB,возлагать_VERB,1
распологаться_VERB,располагаться_VERB,1
изложение_NOUN,прилагать_VERB,1
закрашивать_VERB,выкрасить_VERB,1
окрашивание_NOUN,краска_NOUN,1
покрасить_VERB,красить_VERB,1
вытирать_VERB,вытирать_VERB,1
растирать_VERB,растирать_VERB,1
стирать_VERB,стереть_VERB,1
обтирать_VERB,обтирать_VERB,1
запирать_VERB,запирать_VERB,1
отпирать_VERB,отпирать_VERB,1
застилать_VERB,застилать_VERB,1
расстилать_VERB,расстелить_VERB,1
настилать_VERB,настилать_VERB,1
подстилать_VERB,подстилать_VERB,1
подстилать_VERB,застилать_VERB,1
настилать_VERB,расстелить_VERB,1
расстилать_VERB,подстилать_VERB,1
приносить_VERB,приносить_VERB,1
носить_VERB,перенести_VERB,1
приносить_VERB,приносить_VERB,1
уносить_VERB,уносить_VERB,1
приносить_VERB,проносить_VERB,1
умирать_VERB,умерший_NOUN,1
замирать_VERB,замирать_VERB,1
обмирать_VERB,обмирать_VERB,1
умирать_VERB,умирать_VERB,1
умирать_VERB,умерший_NOUN,1
умирающий_NOUN,умирать_VERB,1
помирать_VERB,умирать_VERB,1
вымирать_VERB,вымирать_VERB,1
дорогой_ADJ,дорожать_VERB,1
дорога_NOUN,дорожный_ADJ,1
подорожать_VERB,дороговизна_NOUN,1
нога_NOUN,ножной_ADJ,1
нога_NOUN,ножка_NOUN,1
нога_NOUN,ножища_NOUN,1
безногий_ADJ,ноженька_NOUN,1
ложь_NOUN,лжец_NOUN,1
ложь_NOUN,лгать_VERB,1
лжец_NOUN,лгун_NOUN,1
вскакивать_VERB,вприскочку_ADV,1
выскакать_VERB,вскакивать_VERB,1
перескакивать_VERB,выскочить_VERB,1
подскакивать_VERB,выскочка_NOUN,1
отскакивать_VERB,проскочить_VERB,1
ускакивать_VERB,проскочить_VERB,1
проскакивать_VERB,заскакивать_VERB,1
прискакивать_VERB,подскакивать_VERB,1
обскакивать_VERB,соскакивать_VERB,1
приклонять_VERB,прикланяться_VERB,1
склонение_NOUN,кланяться_VERB,1
поклон_NOUN,покланяться_VERB,1
клонить_VERB,раскланиваться_VERB,1
поклонение_NOUN,кланяться_VERB,1
уклончивость_NOUN,откланиваться_VERB,1
преклоняться_VERB,кланяться_VERB,1
стелить_VERB,застилать_VERB,1
пловец_NOUN,плавать_VERB,1
пловец_NOUN,поплавок_NOUN,1
плавание_NOUN,заплывать_VERB,1
проплывать_VERB,плавать_VERB,1
пловец_NOUN,плавать_VERB,1
заплыв_NOUN,пловчиха_NOUN,1
плыть_VERB,плавать_VERB,1
заплыв_NOUN,плавать_VERB,1
коса_NOUN,скашивать_VERB,1
касание_NOUN,касаться_VERB,1
прикосновение_NOUN,касательная_NOUN,1
касаться_VERB,соприкасаться_VERB,1
касаться_VERB,касаться_VERB,1
соприкосновение_NOUN,касаться_VERB,1
растение_NOUN,росток_NOUN,1
расти_VERB,выращивать_VERB,1
заросль_NOUN,выращивать_VERB,1
вырастать_VERB,подрастать_VERB,1
собирать_VERB,собирать_VERB,1
выбирать_VERB,выбирать_VERB,1
убирать_VERB,убирать_VERB,1
забирать_VERB,собирательный_ADJ,1
отбирать_VERB,отбирать_VERB,1
перебирать_VERB,перебирать_VERB,1
раздирать_VERB,раздирать_VERB,1
сдирать_VERB,сдирать_VERB,1
раздирать_VERB,выдергивать_VERB,1
вода_NOUN,жидкость_NOUN,0
коса_NOUN,хвост_NOUN,0
зябь_NOUN,поле_NOUN,0
нож_NOUN,кинжал_NOUN,0
буря_NOUN,метель_NOUN,0
горе_NOUN,беда_NOUN,0
горе_NOUN,трагедия_NOUN,0
гореть_VERB,пылать_VERB,0
ложь_NOUN,неправда_NOUN,0
лжец_NOUN,обманщик_NOUN,0
вранье_NOUN,обман_NOUN,0
врать_VERB,лгать_VERB,0
обманывать_VERB,наврать_VERB,0
стильный_ADJ,модный_ADJ,0
пригорок_NOUN,холм_NOUN,0
пиршество_NOUN,торжество_NOUN,0
пир_NOUN,застолье_NOUN,0
моряк_NOUN,матрос_NOUN,0
летчик_NOUN,пилот_NOUN,0
любой_ADJ,всякий_ADJ,0
гора_NOUN,скала_NOUN,0
зябко_ADV,холодно_ADV,0
зябко_ADV,промозгнуть_VERB,0
дорогой_ADJ,ценный_ADJ,0
запах_NOUN,аромат_NOUN,0
поклон_NOUN,реверанс_NOUN,0
заря_NOUN,рассвет_NOUN,0
росток_NOUN,побег_NOUN,0
отросток_NOUN,стебель_NOUN,0
популярность_NOUN,известность_NOUN,0
активный_ADJ,деятельный_ADJ,0
потенциальный_ADJ,возможный_ADJ,0
секретный_ADJ,тайный_ADJ,0
социальный_ADJ,общественный_ADJ,0
толерантность_NOUN,терпимость_NOUN,0
эксклюзивный_ADJ,исключительный_ADJ,0
абсолютный_ADJ,совершенный_ADJ,0
анализ_NOUN,разбор_NOUN,0
вариант_NOUN,разновидность_NOUN,0
гипотетический_ADJ,предположительный_ADJ,0
демонстрация_NOUN,показ_NOUN,0
диалог_NOUN,беседа_NOUN,0
дискомфорт_NOUN,неудобство_NOUN,0
интернациональный_ADJ,международный_ADJ,0
комфортабельный_ADJ,удобный_ADJ,0
максимальный_ADJ,большой_ADJ,0
натуральный_ADJ,естественный_ADJ,0
негативный_ADJ,отрицательный_ADJ,0
стабильность_NOUN,устойчивость_NOUN,0
фактический_ADJ,действительный_ADJ,0
тихий_ADJ,бесшумный_ADJ,0
аргумент_NOUN,довод_NOUN,0
гуманность_NOUN,человечность_NOUN,0
деструктивный_ADJ,разрушительный_ADJ,0
детальный_ADJ,подробный_ADJ,0
дискуссия_NOUN,спор_NOUN,0
криминальный_ADJ,преступный_ADJ,0
мобильность_NOUN,подвижность_NOUN,0
моментальный_ADJ,мгновенный_ADJ,0
монумент_NOUN,памятник_NOUN,0
приватный_ADJ,частный_ADJ,0
прогноз_NOUN,предсказание_NOUN,0
прогресс_NOUN,продвижение_NOUN,0
реставрация_NOUN,восстановление_NOUN,0
стагнация_NOUN,застой_NOUN,0
сфера_NOUN,область_NOUN,0
фундаментальный_ADJ,основополагающий_ADJ,0
хобби_NOUN,увлечение_NOUN,0
эксперимент_NOUN,опыт_NOUN,0
популярный_ADJ,распространять_VERB,0
муж_NOUN,супруг_NOUN,0
жена_NOUN,супруга_NOUN,0
желание_NOUN,стремление_NOUN,0
истина_NOUN,правда_NOUN,0
факт_NOUN,действительность_NOUN,0
мороз_NOUN,стужа_NOUN,0
мороз_NOUN,холод_NOUN,0
стоимость_NOUN,цена_NOUN,0
врач_NOUN,медик_NOUN,0
доктор_NOUN,лекарь_NOUN,0
тьма_NOUN,мрак_NOUN,0
оригинальность_NOUN,неординарность_NOUN,0
статья_NOUN,публикация_NOUN,0
доклад_NOUN,речь_NOUN,0
смех_NOUN,хохот_NOUN,0
анекдот_NOUN,шутка_NOUN,0
разговорный_ADJ,словесный_ADJ,0
болезнь_NOUN,недуг_NOUN,0
преподаватель_NOUN,насставник_NOUN,0
учитель_NOUN,ментор_NOUN,0
участок_NOUN,территория_NOUN,0
договор_NOUN,контракт_NOUN,0
соглашение_NOUN,сделка_NOUN,0
соревнование_NOUN,конкурс_NOUN,0
турнир_NOUN,состязание_NOUN,0
мать_NOUN,мама_NOUN,0
отец_NOUN,папа_NOUN,0
помощь_NOUN,поддержка_NOUN,0
коллега_NOUN,партнер_NOUN,0
замена_NOUN,ротация_NOUN,0
просьба_NOUN,заявка_NOUN,0
